rpm\thr,0.1,0.325,0.55,0.775,1
680,27.2334,189.5521,232.4071,237.9396,238.8152
1615,-14.7524,150.2657,194.6298,229.2118,234.2645
2550,-13.8662,110.8950,184.0578,219.7967,231.6401
3485,-12.8967,89.6273,177.7887,205.7476,216.7765
4420,-12.0151,84.1954,181.9959,203.6706,213.0892
5355,-11.2431,85.0413,181.6915,198.6202,205.8446
6290,-10.5225,85.8681,181.7360,195.7133,201.0930
7225,-9.8464,78.7367,177.8252,191.9582,195.7269
8160,-9.1935,85.3434,161.4089,171.9141,-4.8180
