rpm\thr,0.1,0.325,0.55,0.775,1
680,0.2093,0.9159,1.1207,1.1138,1.1216
1653.25,0.1070,0.8209,1.1127,1.2777,1.2853
2626.5,0.0814,0.6599,1.0027,1.1939,1.2569
3599.75,0.0747,0.4961,0.9166,1.0679,1.1282
4573,0.0714,0.4332,0.8513,0.9637,1.0124
5546.25,0.0696,0.4128,0.8045,0.8895,0.9285
6519.5,0.0683,0.4330,0.7597,0.8378,0.8670
7492.75,0.0671,0.4064,0.7252,0.7921,0.8123
8466,0.0660,0.2177,0.6763,0.7279,0.7460
