rpm\thr,0.1,0.325,0.55,0.775,1
720,84.0596,492.7617,616.0302,609.4249,608.7545
1713.75,-39.8555,351.4608,477.5932,553.6091,562.3117
2707.5,-40.8611,284.3721,473.2055,561.6158,589.6006
3701.25,-38.6871,232.1926,465.3968,576.4869,611.9549
4695,-36.8698,220.6593,497.4462,565.8247,596.3783
5688.75,-35.5124,237.2723,511.1156,569.2286,595.1828
6682.5,-33.4289,211.4711,500.2005,547.7268,567.0729
7676.25,-31.1064,208.8788,462.1720,501.0656,511.9319
8670,-28.5602,172.7829,403.4943,432.4570,440.1546
