rpm\thr,0.1,0.325,0.55,0.775,1
680,0.2045,0.9213,1.1625,1.1875,1.1904
1615,0.1035,0.8745,1.2228,1.4557,1.5035
2550,0.0772,0.7500,1.3412,1.6210,1.7044
3485,0.0740,0.6892,1.4923,1.7710,1.8523
4420,0.0756,0.2816,1.6126,1.8855,1.9773
5355,0.0789,0.0415,1.6521,1.8967,1.9727
6290,0.0821,-0.1406,1.5679,1.7693,1.8225
7225,0.0871,-0.2498,1.3754,1.6034,1.6375
8160,0.0923,-0.3010,1.2860,1.4242,1.4438
